DOMAIN (L0),Code,SUB DOMAIN (L1),Code,CATEGORY (L2),Code,SUBCATEGORY (L3),Code,PRODUCT TYPE (L4),Product type Enum Codes,Colour,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),Image 1,Image 2,Image 3,Image 4 / Video 1,Image 5 / Video 2,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN / HSN / EAN,Gender,Concern,Ingredient,Conscious,Pack Size,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Hair Type,Benefit,Warranty,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Cutting Tools,RET-13-13-13,Scissors,RET-13-13-13-12,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Cutting Tools,RET-13-13-13,Shear & Razor Cases,RET-13-13-13-13,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Extensions & Wigs,RET-13-13-14,Adhesives,RET-13-13-14-10,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,OI,OI,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Extensions & Wigs,RET-13-13-14,Feather Extensions,RET-13-13-14-11,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,OI,OI,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Extensions & Wigs,RET-13-13-14,Hair Extensions,RET-13-13-14-12,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,OI,OI,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Extensions & Wigs,RET-13-13-14,Hairpieces,RET-13-13-14-13,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,OI,OI,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Extensions & Wigs,RET-13-13-14,Wig Head Stands,RET-13-13-14-14,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,OI,OI,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Extensions & Wigs,RET-13-13-14,Wigs,RET-13-13-14-15,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,OI,OI,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Loss Products,RET-13-13-15,Hair Regrowth Conditioners,RET-13-13-15-10,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Loss Products,RET-13-13-15,Hair Regrowth Shampoos,RET-13-13-15-11,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Loss Products,RET-13-13-15,Hair Regrowth Tonics,RET-13-13-15-12,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Loss Products,RET-13-13-15,Hair Regrowth Treatments,RET-13-13-15-13,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,"Hair Combs, Wigs & Accessories",RET-13-13-16,Hair Clips,RET-13-13-16-10,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,"Hair Combs, Wigs & Accessories",RET-13-13-16,Hair Pins,RET-13-13-16-11,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,"Hair Combs, Wigs & Accessories",RET-13-13-16,Bun Shapers,RET-13-13-16-12,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,OI,OI,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,"Hair Combs, Wigs & Accessories",RET-13-13-16,Claws & Clutchers,RET-13-13-16-13,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,OI,OI,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,"Hair Combs, Wigs & Accessories",RET-13-13-16,Hair Comb Slides,RET-13-13-16-14,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,OI,OI,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,"Hair Combs, Wigs & Accessories",RET-13-13-16,Hair Drying Towels,RET-13-13-16-15,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,"Hair Combs, Wigs & Accessories",RET-13-13-16,Headbands,RET-13-13-16-16,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,OI,OI,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,"Hair Combs, Wigs & Accessories",RET-13-13-16,Ponytail Holders,RET-13-13-16-17,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,OI,OI,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling Tools,RET-13-13-17,Braiders,RET-13-13-17-10,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling Tools,RET-13-13-17,Brushes,RET-13-13-17-11,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,OI,,,,,,,,,OI,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling Tools,RET-13-13-17,Combs,RET-13-13-17-12,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling Tools,RET-13-13-17,Drying Hoods,RET-13-13-17-13,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling Tools,RET-13-13-17,Hair Dryers & Accessories,RET-13-13-17-14,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling Tools,RET-13-13-17,Hot Air Brushes,RET-13-13-17-15,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,OI,,,,,,,,,OI,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling Tools,RET-13-13-17,Irons,RET-13-13-17-16,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling Tools,RET-13-13-17,Multi-Stylers,RET-13-13-17-17,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling Tools,RET-13-13-17,Rollers,RET-13-13-17-18,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling Tools,RET-13-13-17,Thermal Styling Gloves,RET-13-13-17-19,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Care Sets,RET-13-13-18,Hair Care Sets,RET-13-13-18-10,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Perms & Texturizers,RET-13-13-19,Chemical Hair Dyes,RET-13-13-19-10,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Perms & Texturizers,RET-13-13-19,Hair Relaxers,RET-13-13-19-11,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Perms & Texturizers,RET-13-13-19,Home Perm Kits,RET-13-13-19-12,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Perms & Texturizers,RET-13-13-19,Perm Accessories,RET-13-13-19-13,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Scalp Treatments,RET-13-13-1A,Scalp Treatments,RET-13-13-1A-10,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Shampoos & Conditioners,RET-13-13-1B,2-in-1 Shampoo & Conditioner,RET-13-13-1B-10,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,OI,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Shampoos & Conditioners,RET-13-13-1B,"3-in-1 Shampoo, Conditioner & Body Wash",RET-13-13-1B-11,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,OI,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Shampoos & Conditioners,RET-13-13-1B,Shampoos,RET-13-13-1B-12,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,OI,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Shampoos & Conditioners,RET-13-13-1B,Deep Conditioners & Treatments,RET-13-13-1B-13,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,OI,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Shampoos & Conditioners,RET-13-13-1B,Conditioners,RET-13-13-1B-14,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,OI,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Shampoos & Conditioners,RET-13-13-1B,Dry Shampoos & Conditioners,RET-13-13-1B-15,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,OI,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling,RET-13-13-1C,"Creams, Gels & Lotions",RET-13-13-1C-10,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,OI,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling,RET-13-13-1C,Hair Sprays & Mists,RET-13-13-1C-11,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,OI,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling,RET-13-13-1C,Detanglers,RET-13-13-1C-12,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,OI,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling,RET-13-13-1C,Hair Serums,RET-13-13-1C-13,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,OI,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling,RET-13-13-1C,Mousses,RET-13-13-1C-14,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling,RET-13-13-1C,Hair Lotions & Tonics,RET-13-13-1C-15,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling,RET-13-13-1C,Waxes,RET-13-13-1C-16,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling,RET-13-13-1C,Clays,RET-13-13-1C-17,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling,RET-13-13-1C,Foams,RET-13-13-1C-18,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling,RET-13-13-1C,Oils,RET-13-13-1C-19,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling,RET-13-13-1C,Pomades,RET-13-13-1C-1A,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling,RET-13-13-1C,Putties,RET-13-13-1C-1B,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling,RET-13-13-1C,Root Lifting Powders,RET-13-13-1C-1C,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling,RET-13-13-1C,Salt Water Sprays,RET-13-13-1C-1D,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
Retail,RET,Beauty & Personal Care,RET-13,Hair Care,RET-13-13,Hair Styling,RET-13-13-1C,Thermal Protector Sprays,RET-13-13-1C-1E,,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,
