DOMAIN (L0),Code,SUB DOMAIN (L1),Code,CATEGORY (L2),Code,SUBCATEGORY (L3),Code,PRODUCT TYPE (L4),Product type Enum Codes,Colour,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to Ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),Image 1,Image 2,Image 3,Image 4 / Video 1,Image 5 / Video 2,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),Size Chart,GTIN / HSN / EAN,Season,Occasion,Design / Style Type,Trend,Pattern,Features,Fabric,Fabric Finish,Material Finish,Max Sale Quantity,Bundles / Multipack Sets,Fit,Collar,Neck,Sleeve Length,Sports Type,Pockets,Reversible,Lining,Waist Rise,Length,Insole,Sole Material,Toe Shape,Outsole,Fastening,Midsole,Closure Type,Base Metal,Plating,Stone Type,Gem Type,Strap Material,Buckle Type,Buckle Material,Dial Shape,Frame / Rim Type,Frame Shape,Frame Colour,Frame Size,Frame Material,Face Shape,Lens Material,Lens Colour,Compartment Closure,External Pocket,Laptop Compartment,Laptop Size,Shoulder Strap Type,Volume [Ltrs.],Water Resistance,Lock Type,Dead Weight,Display,Glass Material,Strap Material,Warranty,Battery Life,Bluetooth,Call Function,Pedometer,Heart Rate Monitor,Sleep Monitor,SPO2 Monitor,Dupatta Pattern,Kurta Pattern,Ornamentation,Coverage,Padding,Seam,Straps,Closure,Waist Band
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Indian & Fusion Wear,RET-12-17-10,Jackets,RET-12-17-10-19,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Indian & Fusion Wear,RET-12-17-10,Burqas & Hijabs,RET-12-17-10-1A,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Indian & Fusion Wear,RET-12-17-10,Blouses,RET-12-17-10-1B,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Indian & Fusion Wear,RET-12-17-10,Blouse Pieces,RET-12-17-10-1C,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Western Wear,RET-12-17-11,Dresses,RET-12-17-11-10,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Western Wear,RET-12-17-11,Tops,RET-12-17-11-11,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Western Wear,RET-12-17-11,Tshirts,RET-12-17-11-12,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Western Wear,RET-12-17-11,Jeans,RET-12-17-11-13,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Western Wear,RET-12-17-11,Trousers & Capris,RET-12-17-11-14,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Western Wear,RET-12-17-11,Shorts & Skirts,RET-12-17-11-15,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Western Wear,RET-12-17-11,Coordinates,RET-12-17-11-16,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Western Wear,RET-12-17-11,Playsuits,RET-12-17-11-17,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Western Wear,RET-12-17-11,Jumpsuits,RET-12-17-11-18,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Western Wear,RET-12-17-11,Dungarees,RET-12-17-11-19,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Western Wear,RET-12-17-11,Shrugs & Blouses,RET-12-17-11-1A,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Western Wear,RET-12-17-11,Sweaters & Sweatshirts,RET-12-17-11-1B,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Western Wear,RET-12-17-11,Jackets & Coats,RET-12-17-11-1C,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Western Wear,RET-12-17-11,Blazers & Waistcoats,RET-12-17-11-1D,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Western Wear,RET-12-17-11,"Tights, Leggings & Jeggings",RET-12-17-11-1E,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Western Wear,RET-12-17-11,Shirts,RET-12-17-11-1F,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Western Wear,RET-12-17-11,Track Shirts,RET-12-17-11-20,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Western Wear,RET-12-17-11,Track Pants,RET-12-17-11-21,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Western Wear,RET-12-17-11,Track Suits,RET-12-17-11-22,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Lingerie & Sleepwear,RET-12-17-12,Bra,RET-12-17-12-10,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Lingerie & Sleepwear,RET-12-17-12,Briefs,RET-12-17-12-11,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Lingerie & Sleepwear,RET-12-17-12,Shapewear,RET-12-17-12-12,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,,,,OI
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Lingerie & Sleepwear,RET-12-17-12,Sleepwear & Loungewear,RET-12-17-12-13,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Lingerie & Sleepwear,RET-12-17-12,Swimwear,RET-12-17-12-14,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Lingerie & Sleepwear,RET-12-17-12,Camisoles,RET-12-17-12-15,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Lingerie & Sleepwear,RET-12-17-12,Lingerie Sets & Accessories,RET-12-17-12-16,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Lingerie & Sleepwear,RET-12-17-12,Robes,RET-12-17-12-17,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Lingerie & Sleepwear,RET-12-17-12,Bath Robes,RET-12-17-12-18,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Lingerie & Sleepwear,RET-12-17-12,Thermal Bottoms,RET-12-17-12-19,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Lingerie & Sleepwear,RET-12-17-12,Thermal Sets,RET-12-17-12-1A,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Lingerie & Sleepwear,RET-12-17-12,Thermal Tops,RET-12-17-12-1B,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Lingerie & Sleepwear,RET-12-17-12,Lounge Pants,RET-12-17-12-1C,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,,,,,OI,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Lingerie & Sleepwear,RET-12-17-12,Lounge Shorts,RET-12-17-12-1D,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,,,,,OI,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Lingerie & Sleepwear,RET-12-17-12,Lounge T-Shirts,RET-12-17-12-1E,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,,,,,OI,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Lingerie & Sleepwear,RET-12-17-12,Night Suits,RET-12-17-12-1F,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,MI,OI,OI,OI,OI,OI,,,,,OI,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Apparel,RET-12-17,Lingerie & Sleepwear,RET-12-17-12,Pyjamas,RET-12-17-12-20,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,OI,,,,,OI,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
