DOMAIN (L0),Code,SUB DOMAIN (L1),Code,CATEGORY (L2),Code,SUBCATEGORY (L3),Code,PRODUCT TYPE (L4),Product type Enum Codes,Colour,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to Ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),Image 1,Image 2,Image 3,Image 4 / Video 1,Image 5 / Video 2,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),Size Chart,GTIN / HSN / EAN,Season,Occasion,Design / Style Type,Trend,Pattern,Features,Fabric,Fabric Finish,Material Finish,Max Sale Quantity,Bundles / Multipack Sets,Fit,Collar,Neck,Sleeve Length,Sports Type,Pockets,Reversible,Lining,Waist Rise,Length,Insole,Sole Material,Toe Shape,Outsole,Fastening,Midsole,Closure Type,Base Metal,Plating,Stone Type,Gem Type,Strap Material,Buckle Type,Buckle Material,Dial Shape,Frame / Rim Type,Frame Shape,Frame Colour,Frame Size,Frame Material,Face Shape,Lens Material,Lens Colour,Compartment Closure,External Pocket,Laptop Compartment,Laptop Size,Shoulder Strap Type,Volume [Ltrs.],Water Resistance,Lock Type,Dead Weight,Display,Glass Material,Strap Material,Warranty,Battery Life,Bluetooth,Call Function,Pedometer,Heart Rate Monitor,Sleep Monitor,SPO2 Monitor,Dupatta Pattern,Kurta Pattern,Ornamentation,Coverage,Padding,Seam,Straps,Closure,Waist Band
Retail,RET,Fashion,RET-12,Women's Bags & Luggage,RET-12-18,Bags & Luggage,RET-12-18-10,Backpacks,RET-12-18-10-10,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Bags & Luggage,RET-12-18,Bags & Luggage,RET-12-18-10,Utility Bags,RET-12-18-10-11,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Bags & Luggage,RET-12-18,Bags & Luggage,RET-12-18-10,Duffle Bags,RET-12-18-10-12,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Bags & Luggage,RET-12-18,Bags & Luggage,RET-12-18-10,Gym Bags,RET-12-18-10-13,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Bags & Luggage,RET-12-18,Bags & Luggage,RET-12-18-10,Handbags,RET-12-18-10-14,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Bags & Luggage,RET-12-18,Bags & Luggage,RET-12-18-10,Laptop Bags,RET-12-18-10-15,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Bags & Luggage,RET-12-18,Bags & Luggage,RET-12-18-10,Sleeves & Cases,RET-12-18-10-16,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Bags & Luggage,RET-12-18,Bags & Luggage,RET-12-18-10,"Trolley, Luggage & Suitcases",RET-12-18-10-17,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Bags & Luggage,RET-12-18,Bags & Luggage,RET-12-18-10,Messenger Bags,RET-12-18-10-18,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Bags & Luggage,RET-12-18,Bags & Luggage,RET-12-18-10,Office Bags,RET-12-18-10-19,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Bags & Luggage,RET-12-18,Bags & Luggage,RET-12-18-10,Outdoor,RET-12-18-10-1A,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Eyewear,RET-12-19,Eyewear,RET-12-19-10,Contact Lenses,RET-12-19-10-10,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Eyewear,RET-12-19,Eyewear,RET-12-19-10,Eye Glasses,RET-12-19-10-11,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Eyewear,RET-12-19,Eyewear,RET-12-19-10,Eye Glass Frames,RET-12-19-10-12,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Eyewear,RET-12-19,Eyewear,RET-12-19-10,Sunglasses,RET-12-19-10-13,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,OI,OI,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Eyewear,RET-12-19,Eyewear,RET-12-19-10,Contact Lens Cases,RET-12-19-10-14,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Eyewear,RET-12-19,Eyewear,RET-12-19-10,Contact Lens Solutions,RET-12-19-10-15,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Eyewear,RET-12-19,Eyewear,RET-12-19-10,Contact Lens Twizzers,RET-12-19-10-16,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Eyewear,RET-12-19,Eyewear,RET-12-19-10,Eyeglasses Pouches & Cases,RET-12-19-10-17,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Eyewear,RET-12-19,Eyewear,RET-12-19-10,Microfiber Wipes,RET-12-19-10-18,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Eyewear,RET-12-19,Eyewear,RET-12-19-10,Eyewear Slings,RET-12-19-10-19,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Footwear,RET-12-1A,Footwear,RET-12-1A-10,Formal Shoes,RET-12-1A-10-10,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,OI,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Footwear,RET-12-1A,Footwear,RET-12-1A-10,Casual Shoes,RET-12-1A-10-11,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,OI,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Footwear,RET-12-1A,Footwear,RET-12-1A-10,Sports Shoes,RET-12-1A-10-12,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,OI,OI,OI,OI,,,OI,OI,OI,,,,,MC,,,,,,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Footwear,RET-12-1A,Footwear,RET-12-1A-10,Boots,RET-12-1A-10-13,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,OI,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Footwear,RET-12-1A,Footwear,RET-12-1A-10,Flats,RET-12-1A-10-14,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,OI,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Footwear,RET-12-1A,Footwear,RET-12-1A-10,Heels,RET-12-1A-10-15,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,OI,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Footwear,RET-12-1A,Footwear,RET-12-1A-10,Outdoor Shoes,RET-12-1A-10-16,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,OI,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Footwear,RET-12-1A,Footwear,RET-12-1A-10,Work & Safety Shoes,RET-12-1A-10-17,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,OI,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Footwear,RET-12-1A,Footwear,RET-12-1A-10,Ethnic Shoes,RET-12-1A-10-18,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,MI,OI,OI,OI,OI,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,OI,OI,OI,OI,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Jewellery,RET-12-1B,Jewellery,RET-12-1B-10,Anklets,RET-12-1B-10-10,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,MC,MC,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Jewellery,RET-12-1B,Jewellery,RET-12-1B-10,Bangles & Bracelets,RET-12-1B-10-11,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,MC,MC,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Jewellery,RET-12-1B,Jewellery,RET-12-1B-10,Brooch,RET-12-1B-10-12,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,MC,MC,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Jewellery,RET-12-1B,Jewellery,RET-12-1B-10,Chains & Necklaces,RET-12-1B-10-13,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,MC,MC,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Jewellery,RET-12-1B,Jewellery,RET-12-1B-10,Earrings,RET-12-1B-10-14,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,MC,MC,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Jewellery,RET-12-1B,Jewellery,RET-12-1B-10,Jewellery Sets,RET-12-1B-10-15,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,MC,MC,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Jewellery,RET-12-1B,Jewellery,RET-12-1B-10,Mangalsutra,RET-12-1B-10-16,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,MC,MC,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Jewellery,RET-12-1B,Jewellery,RET-12-1B-10,Nosepins & Noserings,RET-12-1B-10-17,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,MC,MC,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Jewellery,RET-12-1B,Jewellery,RET-12-1B-10,Pendants,RET-12-1B-10-18,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,MC,MC,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Jewellery,RET-12-1B,Jewellery,RET-12-1B-10,Religious Jewellery,RET-12-1B-10-19,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,MC,MC,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Jewellery,RET-12-1B,Jewellery,RET-12-1B-10,Rings,RET-12-1B-10-1A,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,MC,MC,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Jewellery,RET-12-1B,Jewellery,RET-12-1B-10,Toe Rings,RET-12-1B-10-1B,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,MC,MC,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retail,RET,Fashion,RET-12,Women's Jewellery,RET-12-1B,Jewellery,RET-12-1B-10,Gold Coins,RET-12-1B-10-1C,MC,MC,MC,MC,MC,MC,MC,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,MI,OI,OI,MI,MI,MI,MI,MI,MI,,OI,OI,OI,,OI,OI,OI,,,OI,OI,OI,,,,,,,,,,,,,,,,,OI,MC,MC,OI,OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
